caractere,pinyin,initial_raw,finale,groupe_rime,type,tone,nasal,initial,lieu,polarite
蛓,ci4,c,i,Simple,oral,4,0,c,Sifflante,1P+2N
蛔,hui2,h,ui,Médiale-u,oral,2,0,h,Vélaire,2P+1N
蛘,yang2,y,iang,Médiale-i,nasal,2,1,y,Semi-voyelle,2P+1N
蛙,wa1,w,a,Simple,oral,1,0,w,Semi-voyelle,2P+1N
蛚,lie4,l,ie,Médiale-i,oral,4,0,l,Dentale,3P
蛛,zhu1,zh,u,Simple,oral,1,0,zh,Rétroflexe,1P+2N
蛜,yi1,y,i,Simple,oral,1,0,y,Semi-voyelle,2P+1N
蛞,kuo4,k,uo,Médiale-u,oral,4,0,k,Vélaire,1P+2N
蛟,jiao1,j,iao,Médiale-i,oral,1,0,j,Palatale,1P+2N
蛡,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
蛣,jie2,j,ie,Médiale-i,oral,2,0,j,Palatale,1P+2N
蛤,ge2,g,e,Simple,oral,2,0,g,Vélaire,1P+2N
蛧,wang3,w,uang,Médiale-u,nasal,3,1,w,Semi-voyelle,2P+1N
蛩,qiong2,q,iong,Médiale-i,nasal,2,1,q,Palatale,2P+1N
蛭,zhi4,zh,i,Simple,oral,4,0,zh,Rétroflexe,1P+2N
蛮,man2,m,an,Nasal,nasal,2,1,m,Labiale,1P+2N
蛰,zhe2,zh,e,Simple,oral,2,0,zh,Rétroflexe,1P+2N
蛱,jia2,j,ia,Médiale-i,oral,2,0,j,Palatale,1P+2N
蛲,nao2,n,ao,Simple,oral,2,0,n,Dentale,1P+2N
蛳,si1,s,i,Simple,oral,1,0,s,Sifflante,1P+2N
蛴,qi2,q,i,Simple,oral,2,0,q,Palatale,2P+1N
蛵,xing2,x,ing,Médiale-i,nasal,2,1,x,Palatale,1P+2N
蛸,xiao1,x,iao,Médiale-i,oral,1,0,x,Palatale,1P+2N
蛹,yong3,y,iong,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
蛾,e2,,e,Simple,oral,2,0,Ø,Zero,3N
蜀,shu3,sh,u,Simple,oral,3,0,sh,Rétroflexe,1P+2N
蜂,feng1,f,eng,Nasal,nasal,1,1,f,Labiale,2P+1N
蜃,shen4,sh,en,Nasal,nasal,4,1,sh,Rétroflexe,1P+2N
蜅,fu3,f,u,Simple,oral,3,0,f,Labiale,2P+1N
蜇,zhe2,zh,e,Simple,oral,2,0,zh,Rétroflexe,1P+2N
蜈,wu2,w,u,Simple,oral,2,0,w,Semi-voyelle,2P+1N
蜉,fu2,f,u,Simple,oral,2,0,f,Labiale,2P+1N
蜊,li2,l,i,Simple,oral,2,0,l,Dentale,3P
蜍,chu2,ch,u,Simple,oral,2,0,ch,Rétroflexe,3P
蜎,yuan1,y,üan,Complexe,nasal,1,1,y,Semi-voyelle,2P+1N
蜐,jie2,j,ie,Médiale-i,oral,2,0,j,Palatale,1P+2N
蜑,dan4,d,an,Nasal,nasal,4,1,d,Dentale,1P+2N
蜒,yan2,y,ian,Médiale-i,nasal,2,1,y,Semi-voyelle,2P+1N
蜓,ting2,t,ing,Médiale-i,nasal,2,1,t,Dentale,3P
蜕,tui4,t,ui,Médiale-u,oral,4,0,t,Dentale,3P
蜗,wo1,w,o,Simple,oral,1,0,w,Semi-voyelle,2P+1N
蜘,zhi1,zh,i,Simple,oral,1,0,zh,Rétroflexe,1P+2N
蜙,song1,s,ong,Médiale-u,nasal,1,1,s,Sifflante,1P+2N
蜚,fei1,f,ei,Simple,oral,1,0,f,Labiale,2P+1N
蜛,ju1,j,ü,Simple,oral,1,0,j,Palatale,1P+2N
蜜,mi4,m,i,Simple,oral,4,0,m,Labiale,1P+2N
蜞,qi2,q,i,Simple,oral,2,0,q,Palatale,2P+1N
蜡,la4,l,a,Simple,oral,4,0,l,Dentale,3P
蜢,meng3,m,eng,Nasal,nasal,3,1,m,Labiale,1P+2N
蜣,qiang1,q,iang,Médiale-i,nasal,1,1,q,Palatale,2P+1N
蜥,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
蜩,tiao2,t,iao,Médiale-i,oral,2,0,t,Dentale,3P
蜮,yu4,y,ü,Simple,oral,4,0,y,Semi-voyelle,2P+1N
蜯,bang4,b,ang,Nasal,nasal,4,1,b,Labiale,1P+2N
蜱,pi2,p,i,Simple,oral,2,0,p,Labiale,2P+1N
蜴,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
蜷,quan2,q,üan,Complexe,nasal,2,1,q,Palatale,2P+1N
蜻,qing1,q,ing,Médiale-i,nasal,1,1,q,Palatale,2P+1N
蜽,liang3,l,iang,Médiale-i,nasal,3,1,l,Dentale,3P
蜾,guo3,g,uo,Médiale-u,oral,3,0,g,Vélaire,1P+2N
蜿,wan1,w,uan,Médiale-u,nasal,1,1,w,Semi-voyelle,2P+1N
蝃,di4,d,i,Simple,oral,4,0,d,Dentale,1P+2N
蝄,wang3,w,uang,Médiale-u,nasal,3,1,w,Semi-voyelle,2P+1N
蝇,ying2,y,ing,Médiale-i,nasal,2,1,y,Semi-voyelle,2P+1N
蝈,guo1,g,uo,Médiale-u,oral,1,0,g,Vélaire,1P+2N
蝉,chan2,ch,an,Nasal,nasal,2,1,ch,Rétroflexe,3P
蝋,la4,l,a,Simple,oral,4,0,l,Dentale,3P
蝌,ke1,k,e,Simple,oral,1,0,k,Vélaire,1P+2N
蝍,ji2,j,i,Simple,oral,2,0,j,Palatale,1P+2N
蝎,xie1,x,ie,Médiale-i,oral,1,0,x,Palatale,1P+2N
蝏,ting2,t,ing,Médiale-i,nasal,2,1,t,Dentale,3P
蝐,mao4,m,ao,Simple,oral,4,0,m,Labiale,1P+2N
蝑,xu1,x,ü,Simple,oral,1,0,x,Palatale,1P+2N
蝒,mian2,m,ian,Médiale-i,nasal,2,1,m,Labiale,1P+2N
蝓,yu2,y,ü,Simple,oral,2,0,y,Semi-voyelle,2P+1N
蝗,huang2,h,uang,Médiale-u,nasal,2,1,h,Vélaire,2P+1N
蝘,yan3,y,ian,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
蝙,bian1,b,ian,Médiale-i,nasal,1,1,b,Labiale,1P+2N
蝛,wei1,w,ui,Médiale-u,oral,1,0,w,Semi-voyelle,2P+1N
蝝,yuan2,y,üan,Complexe,nasal,2,1,y,Semi-voyelle,2P+1N
蝠,fu2,f,u,Simple,oral,2,0,f,Labiale,2P+1N
蝣,you2,y,iu,Médiale-i,oral,2,0,y,Semi-voyelle,2P+1N
蝤,qiu2,q,iu,Médiale-i,oral,2,0,q,Palatale,2P+1N
蝥,mao2,m,ao,Simple,oral,2,0,m,Labiale,1P+2N
蝮,fu4,f,u,Simple,oral,4,0,f,Labiale,2P+1N
蝰,kui2,k,ui,Médiale-u,oral,2,0,k,Vélaire,1P+2N
蝲,la4,l,a,Simple,oral,4,0,l,Dentale,3P
蝳,dai4,d,ai,Simple,oral,4,0,d,Dentale,1P+2N
蝴,hu2,h,u,Simple,oral,2,0,h,Vélaire,2P+1N
蝶,die2,d,ie,Médiale-i,oral,2,0,d,Dentale,1P+2N
蝻,nan3,n,an,Nasal,nasal,3,1,n,Dentale,1P+2N
蝼,lou2,l,ou,Simple,oral,2,0,l,Dentale,3P
蝽,chun1,ch,un,Médiale-u,nasal,1,1,ch,Rétroflexe,3P
蝾,rong2,r,ong,Médiale-u,nasal,2,1,r,Rétroflexe,1P+2N
螀,jiang1,j,iang,Médiale-i,nasal,1,1,j,Palatale,1P+2N
螂,lang5,l,ang,Nasal,nasal,5,1,l,Dentale,3P
螃,pang2,p,ang,Nasal,nasal,2,1,p,Labiale,2P+1N
螅,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
螈,yuan2,y,üan,Complexe,nasal,2,1,y,Semi-voyelle,2P+1N
螉,weng1,w,ong,Médiale-u,nasal,1,1,w,Semi-voyelle,2P+1N
螋,sou1,s,ou,Simple,oral,1,0,s,Sifflante,1P+2N
融,rong2,r,ong,Médiale-u,nasal,2,1,r,Rétroflexe,1P+2N
螒,han4,h,an,Nasal,nasal,4,1,h,Vélaire,2P+1N
螓,qin2,q,in,Médiale-i,nasal,2,1,q,Palatale,2P+1N
螗,tang2,t,ang,Nasal,nasal,2,1,t,Dentale,3P
螘,yi3,y,i,Simple,oral,3,0,y,Semi-voyelle,2P+1N
螙,du4,d,u,Simple,oral,4,0,d,Dentale,1P+2N
螚,nai4,n,ai,Simple,oral,4,0,n,Dentale,1P+2N
螟,ming2,m,ing,Médiale-i,nasal,2,1,m,Labiale,1P+2N
螠,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
螣,teng2,t,eng,Nasal,nasal,2,1,t,Dentale,3P
螥,cang1,c,ang,Nasal,nasal,1,1,c,Sifflante,1P+2N
螨,man3,m,an,Nasal,nasal,3,1,m,Labiale,1P+2N
螫,zhe1,zh,e,Simple,oral,1,0,zh,Rétroflexe,1P+2N
螬,cao2,c,ao,Simple,oral,2,0,c,Sifflante,1P+2N
螭,chi1,ch,i,Simple,oral,1,0,ch,Rétroflexe,3P
螯,ao2,,ao,Simple,oral,2,0,Ø,Zero,3N
螳,tang2,t,ang,Nasal,nasal,2,1,t,Dentale,3P
螵,piao1,p,iao,Médiale-i,oral,1,0,p,Labiale,2P+1N
螺,luo2,l,uo,Médiale-u,oral,2,0,l,Dentale,3P
螽,zhong1,zh,ong,Médiale-u,nasal,1,1,zh,Rétroflexe,1P+2N
螾,yin3,y,in,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
蟀,shuai4,sh,uai,Médiale-u,oral,4,0,sh,Rétroflexe,1P+2N
蟅,zhe4,zh,e,Simple,oral,4,0,zh,Rétroflexe,1P+2N
蟆,ma2,m,a,Simple,oral,2,0,m,Labiale,1P+2N
蟊,mao2,m,ao,Simple,oral,2,0,m,Labiale,1P+2N
蟋,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
蟏,xiao1,x,iao,Médiale-i,oral,1,0,x,Palatale,1P+2N
蟑,zhang1,zh,ang,Nasal,nasal,1,1,zh,Rétroflexe,1P+2N
蟒,mang3,m,ang,Nasal,nasal,3,1,m,Labiale,1P+2N
蟓,xiang4,x,iang,Médiale-i,nasal,4,1,x,Palatale,1P+2N
蟛,peng2,p,eng,Nasal,nasal,2,1,p,Labiale,2P+1N
蟜,jiao3,j,iao,Médiale-i,oral,3,0,j,Palatale,1P+2N
蟟,liao2,l,iao,Médiale-i,oral,2,0,l,Dentale,3P
蟠,pan2,p,an,Nasal,nasal,2,1,p,Labiale,2P+1N
蟢,xi3,x,i,Simple,oral,3,0,x,Palatale,1P+2N
蟥,huang2,h,uang,Médiale-u,nasal,2,1,h,Vélaire,2P+1N
蟨,jue2,j,üe,Complexe,oral,2,0,j,Palatale,1P+2N
蟪,hui4,h,ui,Médiale-u,oral,4,0,h,Vélaire,2P+1N
蟭,jiao1,j,iao,Médiale-i,oral,1,0,j,Palatale,1P+2N
蟮,shan5,sh,an,Nasal,nasal,5,1,sh,Rétroflexe,1P+2N
蟳,xun2,x,ün,Complexe,nasal,2,1,x,Palatale,1P+2N
蟷,dang1,d,ang,Nasal,nasal,1,1,d,Dentale,1P+2N
蟹,xie4,x,ie,Médiale-i,oral,4,0,x,Palatale,1P+2N
蟺,shan4,sh,an,Nasal,nasal,4,1,sh,Rétroflexe,1P+2N
蟾,chan2,ch,an,Nasal,nasal,2,1,ch,Rétroflexe,3P
蟿,qi4,q,i,Simple,oral,4,0,q,Palatale,2P+1N
蠂,she4,sh,e,Simple,oral,4,0,sh,Rétroflexe,1P+2N
蠃,luo3,l,uo,Médiale-u,oral,3,0,l,Dentale,3P
蠉,xuan1,x,üan,Complexe,nasal,1,1,x,Palatale,1P+2N
蠊,lian2,l,ian,Médiale-i,nasal,2,1,l,Dentale,3P
蠋,zhu2,zh,u,Simple,oral,2,0,zh,Rétroflexe,1P+2N
蠎,mang3,m,ang,Nasal,nasal,3,1,m,Labiale,1P+2N
蠓,meng3,m,eng,Nasal,nasal,3,1,m,Labiale,1P+2N
蠕,ru2,r,u,Simple,oral,2,0,r,Rétroflexe,1P+2N
蠖,huo4,h,uo,Médiale-u,oral,4,0,h,Vélaire,2P+1N
蠗,zhuo2,zh,uo,Médiale-u,oral,2,0,zh,Rétroflexe,1P+2N
蠚,he1,h,e,Simple,oral,1,0,h,Vélaire,2P+1N
蠛,mie4,m,ie,Médiale-i,oral,4,0,m,Labiale,1P+2N
蠜,fan2,f,an,Nasal,nasal,2,1,f,Labiale,2P+1N
蠡,li3,l,i,Simple,oral,3,0,l,Dentale,3P
蠢,chun3,ch,un,Médiale-u,nasal,3,1,ch,Rétroflexe,3P
蠧,du4,d,u,Simple,oral,4,0,d,Dentale,1P+2N
蠩,zhu1,zh,u,Simple,oral,1,0,zh,Rétroflexe,1P+2N
蠮,ye1,y,ie,Médiale-i,oral,1,0,y,Semi-voyelle,2P+1N
蠰,shang4,sh,ang,Nasal,nasal,4,1,sh,Rétroflexe,1P+2N
蠲,juan1,j,üan,Complexe,nasal,1,1,j,Palatale,1P+2N
蠵,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
蠷,qu2,q,ü,Simple,oral,2,0,q,Palatale,2P+1N
蠸,quan2,q,üan,Complexe,nasal,2,1,q,Palatale,2P+1N
蠹,du4,d,u,Simple,oral,4,0,d,Dentale,1P+2N
蠼,qu2,q,ü,Simple,oral,2,0,q,Palatale,2P+1N
蠽,jie2,j,ie,Médiale-i,oral,2,0,j,Palatale,1P+2N
血,xue4,x,üe,Complexe,oral,4,0,x,Palatale,1P+2N
衁,huang1,h,uang,Médiale-u,nasal,1,1,h,Vélaire,2P+1N
衄,nu:4,n,ü,Simple,oral,4,0,n,Dentale,1P+2N
衅,xin4,x,in,Médiale-i,nasal,4,1,x,Palatale,1P+2N
衉,ke4,k,e,Simple,oral,4,0,k,Vélaire,1P+2N
衋,xi4,x,i,Simple,oral,4,0,x,Palatale,1P+2N
行,xing2,x,ing,Médiale-i,nasal,2,1,x,Palatale,1P+2N
衍,yan3,y,ian,Médiale-i,nasal,3,1,y,Semi-voyelle,2P+1N
衎,kan4,k,an,Nasal,nasal,4,1,k,Vélaire,1P+2N
衒,xuan4,x,üan,Complexe,nasal,4,1,x,Palatale,1P+2N
衔,xian2,x,ian,Médiale-i,nasal,2,1,x,Palatale,1P+2N
衖,xiang4,x,iang,Médiale-i,nasal,4,1,x,Palatale,1P+2N
街,jie1,j,ie,Médiale-i,oral,1,0,j,Palatale,1P+2N
衙,ya2,y,ia,Médiale-i,oral,2,0,y,Semi-voyelle,2P+1N
衞,wei4,w,ui,Médiale-u,oral,4,0,w,Semi-voyelle,2P+1N
衟,dao4,d,ao,Simple,oral,4,0,d,Dentale,1P+2N
衡,heng2,h,eng,Nasal,nasal,2,1,h,Vélaire,2P+1N
衢,qu2,q,ü,Simple,oral,2,0,q,Palatale,2P+1N
衣,yi1,y,i,Simple,oral,1,0,y,Semi-voyelle,2P+1N
衤,yi1,y,i,Simple,oral,1,0,y,Semi-voyelle,2P+1N
补,bu3,b,u,Simple,oral,3,0,b,Labiale,1P+2N
表,biao3,b,iao,Médiale-i,oral,3,0,b,Labiale,1P+2N
衩,cha3,ch,a,Simple,oral,3,0,ch,Rétroflexe,3P
衫,shan1,sh,an,Nasal,nasal,1,1,sh,Rétroflexe,1P+2N
衬,chen4,ch,en,Nasal,nasal,4,1,ch,Rétroflexe,3P
衭,fu1,f,u,Simple,oral,1,0,f,Labiale,2P+1N
衮,gun3,g,un,Médiale-u,nasal,3,1,g,Vélaire,1P+2N
衰,shuai1,sh,uai,Médiale-u,oral,1,0,sh,Rétroflexe,1P+2N
衲,na4,n,a,Simple,oral,4,0,n,Dentale,1P+2N
衵,ni4,n,i,Simple,oral,4,0,n,Dentale,1P+2N
衷,zhong1,zh,ong,Médiale-u,nasal,1,1,zh,Rétroflexe,1P+2N
衹,qi2,q,i,Simple,oral,2,0,q,Palatale,2P+1N
衽,ren4,r,en,Nasal,nasal,4,1,r,Rétroflexe,1P+2N
衾,qin1,q,in,Médiale-i,nasal,1,1,q,Palatale,2P+1N
衿,jin1,j,in,Médiale-i,nasal,1,1,j,Palatale,1P+2N
袁,yuan2,y,üan,Complexe,nasal,2,1,y,Semi-voyelle,2P+1N
袂,mei4,m,ei,Simple,oral,4,0,m,Labiale,1P+2N
袄,ao3,,ao,Simple,oral,3,0,Ø,Zero,3N
袅,niao3,n,iao,Médiale-i,oral,3,0,n,Dentale,1P+2N
袆,hui1,h,ui,Médiale-u,oral,1,0,h,Vélaire,2P+1N
袈,jia1,j,ia,Médiale-i,oral,1,0,j,Palatale,1P+2N
袋,dai4,d,ai,Simple,oral,4,0,d,Dentale,1P+2N
袍,pao2,p,ao,Simple,oral,2,0,p,Labiale,2P+1N
袎,yao4,y,iao,Médiale-i,oral,4,0,y,Semi-voyelle,2P+1N
袒,tan3,t,an,Nasal,nasal,3,1,t,Dentale,3P
袖,xiu4,x,iu,Médiale-i,oral,4,0,x,Palatale,1P+2N
袗,zhen3,zh,en,Nasal,nasal,3,1,zh,Rétroflexe,1P+2N
袚,fu2,f,u,Simple,oral,2,0,f,Labiale,2P+1N
袜,wa4,w,a,Simple,oral,4,0,w,Semi-voyelle,2P+1N
袟,zhi4,zh,i,Simple,oral,4,0,zh,Rétroflexe,1P+2N
袢,pan4,p,an,Nasal,nasal,4,1,p,Labiale,2P+1N
袤,mao4,m,ao,Simple,oral,4,0,m,Labiale,1P+2N
袪,qu1,q,ü,Simple,oral,1,0,q,Palatale,2P+1N
被,bei4,b,ei,Simple,oral,4,0,b,Labiale,1P+2N
袭,xi2,x,i,Simple,oral,2,0,x,Palatale,1P+2N
袮,ni3,n,i,Simple,oral,3,0,n,Dentale,1P+2N
袯,bo2,b,o,Simple,oral,2,0,b,Labiale,1P+2N
袱,fu5,f,u,Simple,oral,5,0,f,Labiale,2P+1N
袲,yi2,y,i,Simple,oral,2,0,y,Semi-voyelle,2P+1N
袷,jia2,j,ia,Médiale-i,oral,2,0,j,Palatale,1P+2N
袺,jie2,j,ie,Médiale-i,oral,2,0,j,Palatale,1P+2N
袼,ge1,g,e,Simple,oral,1,0,g,Vélaire,1P+2N
袽,ru2,r,u,Simple,oral,2,0,r,Rétroflexe,1P+2N
袿,gua4,g,ua,Médiale-u,oral,4,0,g,Vélaire,1P+2N
裀,yin1,y,in,Médiale-i,nasal,1,1,y,Semi-voyelle,2P+1N
裁,cai2,c,ai,Simple,oral,2,0,c,Sifflante,1P+2N
裂,lie4,l,ie,Médiale-i,oral,4,0,l,Dentale,3P
装,zhuang1,zh,uang,Médiale-u,nasal,1,1,zh,Rétroflexe,1P+2N
裆,dang1,d,ang,Nasal,nasal,1,1,d,Dentale,1P+2N
裇,xu1,x,ü,Simple,oral,1,0,x,Palatale,1P+2N
裈,kun1,k,un,Médiale-u,nasal,1,1,k,Vélaire,1P+2N
裉,ken4,k,en,Nasal,nasal,4,1,k,Vélaire,1P+2N
裋,shu4,sh,u,Simple,oral,4,0,sh,Rétroflexe,1P+2N
裍,kun3,k,un,Médiale-u,nasal,3,1,k,Vélaire,1P+2N
裎,cheng2,ch,eng,Nasal,nasal,2,1,ch,Rétroflexe,3P
裒,pou2,p,ou,Simple,oral,2,0,p,Labiale,2P+1N
裔,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
裕,yu4,y,ü,Simple,oral,4,0,y,Semi-voyelle,2P+1N
裘,qiu2,q,iu,Médiale-i,oral,2,0,q,Palatale,2P+1N
裙,qun2,q,ün,Complexe,nasal,2,1,q,Palatale,2P+1N
裛,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
裟,sha1,sh,a,Simple,oral,1,0,sh,Rétroflexe,1P+2N
裢,lian5,l,ian,Médiale-i,nasal,5,1,l,Dentale,3P
裣,lian3,l,ian,Médiale-i,nasal,3,1,l,Dentale,3P
裤,ku4,k,u,Simple,oral,4,0,k,Vélaire,1P+2N
裥,jian3,j,ian,Médiale-i,nasal,3,1,j,Palatale,1P+2N
裨,bi4,b,i,Simple,oral,4,0,b,Labiale,1P+2N
裩,kun1,k,un,Médiale-u,nasal,1,1,k,Vélaire,1P+2N
裯,chou2,ch,ou,Simple,oral,2,0,ch,Rétroflexe,3P
裰,duo1,d,uo,Médiale-u,oral,1,0,d,Dentale,1P+2N
裱,biao3,b,iao,Médiale-i,oral,3,0,b,Labiale,1P+2N
裲,liang3,l,iang,Médiale-i,nasal,3,1,l,Dentale,3P
裳,shang5,sh,ang,Nasal,nasal,5,1,sh,Rétroflexe,1P+2N
裴,pei2,p,ei,Simple,oral,2,0,p,Labiale,2P+1N
裸,luo3,l,uo,Médiale-u,oral,3,0,l,Dentale,3P
裹,guo3,g,uo,Médiale-u,oral,3,0,g,Vélaire,1P+2N
裼,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
裾,ju1,j,ü,Simple,oral,1,0,j,Palatale,1P+2N
褀,qi2,q,i,Simple,oral,2,0,q,Palatale,2P+1N
褂,gua4,g,ua,Médiale-u,oral,4,0,g,Vélaire,1P+2N
褉,xie1,x,ie,Médiale-i,oral,1,0,x,Palatale,1P+2N
褊,bian3,b,ian,Médiale-i,nasal,3,1,b,Labiale,1P+2N
褎,xiu4,x,iu,Médiale-i,oral,4,0,x,Palatale,1P+2N
褏,xiu4,x,iu,Médiale-i,oral,4,0,x,Palatale,1P+2N
褐,he4,h,e,Simple,oral,4,0,h,Vélaire,2P+1N
褒,bao1,b,ao,Simple,oral,1,0,b,Labiale,1P+2N
褓,bao3,b,ao,Simple,oral,3,0,b,Labiale,1P+2N
褔,fu4,f,u,Simple,oral,4,0,f,Labiale,2P+1N
褕,yu2,y,ü,Simple,oral,2,0,y,Semi-voyelle,2P+1N
褙,bei4,b,ei,Simple,oral,4,0,b,Labiale,1P+2N
褚,chu3,ch,u,Simple,oral,3,0,ch,Rétroflexe,3P
褛,lu:3,l,ü,Simple,oral,3,0,l,Dentale,3P
褟,ta1,t,a,Simple,oral,1,0,t,Dentale,3P
褡,da1,d,a,Simple,oral,1,0,d,Dentale,1P+2N
褢,huai2,h,uai,Médiale-u,oral,2,0,h,Vélaire,2P+1N
褥,ru4,r,u,Simple,oral,4,0,r,Rétroflexe,1P+2N
褦,nai4,n,ai,Simple,oral,4,0,n,Dentale,1P+2N
褧,jiong3,j,iong,Médiale-i,nasal,3,1,j,Palatale,1P+2N
褪,tui4,t,ui,Médiale-u,oral,4,0,t,Dentale,3P
褫,chi3,ch,i,Simple,oral,3,0,ch,Rétroflexe,3P
褯,jie4,j,ie,Médiale-i,oral,4,0,j,Palatale,1P+2N
褰,qian1,q,ian,Médiale-i,nasal,1,1,q,Palatale,2P+1N
褱,huai2,h,uai,Médiale-u,oral,2,0,h,Vélaire,2P+1N
褴,lan2,l,an,Nasal,nasal,2,1,l,Dentale,3P
褵,li2,l,i,Simple,oral,2,0,l,Dentale,3P
褶,zhe3,zh,e,Simple,oral,3,0,zh,Rétroflexe,1P+2N
褽,wei4,w,ui,Médiale-u,oral,4,0,w,Semi-voyelle,2P+1N
褾,biao3,b,iao,Médiale-i,oral,3,0,b,Labiale,1P+2N
襁,qiang3,q,iang,Médiale-i,nasal,3,1,q,Palatale,2P+1N
襄,xiang1,x,iang,Médiale-i,nasal,1,1,x,Palatale,1P+2N
襆,fu2,f,u,Simple,oral,2,0,f,Labiale,2P+1N
襋,ji2,j,i,Simple,oral,2,0,j,Palatale,1P+2N
襌,dan1,d,an,Nasal,nasal,1,1,d,Dentale,1P+2N
襕,lan2,l,an,Nasal,nasal,2,1,l,Dentale,3P
襚,sui4,s,ui,Médiale-u,oral,4,0,s,Sifflante,1P+2N
襛,nong2,n,ong,Médiale-u,nasal,2,1,n,Dentale,1P+2N
襜,chan1,ch,an,Nasal,nasal,1,1,ch,Rétroflexe,3P
襞,bi4,b,i,Simple,oral,4,0,b,Labiale,1P+2N
襟,jin1,j,in,Médiale-i,nasal,1,1,j,Palatale,1P+2N
襡,shu2,sh,u,Simple,oral,2,0,sh,Rétroflexe,1P+2N
襢,zhan4,zh,an,Nasal,nasal,4,1,zh,Rétroflexe,1P+2N
襥,fu2,f,u,Simple,oral,2,0,f,Labiale,2P+1N
襦,ru2,r,u,Simple,oral,2,0,r,Rétroflexe,1P+2N
襫,shi4,sh,i,Simple,oral,4,0,sh,Rétroflexe,1P+2N
襭,xie2,x,ie,Médiale-i,oral,2,0,x,Palatale,1P+2N
襮,bo2,b,o,Simple,oral,2,0,b,Labiale,1P+2N
襶,dai4,d,ai,Simple,oral,4,0,d,Dentale,1P+2N
襻,pan4,p,an,Nasal,nasal,4,1,p,Labiale,2P+1N
襼,yi4,y,i,Simple,oral,4,0,y,Semi-voyelle,2P+1N
襽,lan2,l,an,Nasal,nasal,2,1,l,Dentale,3P
襾,ya4,y,ia,Médiale-i,oral,4,0,y,Semi-voyelle,2P+1N
西,xi1,x,i,Simple,oral,1,0,x,Palatale,1P+2N
要,yao4,y,iao,Médiale-i,oral,4,0,y,Semi-voyelle,2P+1N
覂,feng3,f,eng,Nasal,nasal,3,1,f,Labiale,2P+1N
覃,qin2,q,in,Médiale-i,nasal,2,1,q,Palatale,2P+1N
覅,fiao4,f,iao,Médiale-i,oral,4,0,f,Labiale,2P+1N
覆,fu4,f,u,Simple,oral,4,0,f,Labiale,2P+1N
覉,ji1,j,i,Simple,oral,1,0,j,Palatale,1P+2N
覌,guan1,g,uan,Médiale-u,nasal,1,1,g,Vélaire,1P+2N
覐,jiao4,j,iao,Médiale-i,oral,4,0,j,Palatale,1P+2N
覗,si1,s,i,Simple,oral,1,0,s,Sifflante,1P+2N
覚,jue2,j,üe,Complexe,oral,2,0,j,Palatale,1P+2N
覜,tiao4,t,iao,Médiale-i,oral,4,0,t,Dentale,3P
覤,xi4,x,i,Simple,oral,4,0,x,Palatale,1P+2N
覧,lan3,l,an,Nasal,nasal,3,1,l,Dentale,3P
覰,qu4,q,ü,Simple,oral,4,0,q,Palatale,2P+1N
観,guan1,g,uan,Médiale-u,nasal,1,1,g,Vélaire,1P+2N
见,jian4,j,ian,Médiale-i,nasal,4,1,j,Palatale,1P+2N
观,guan1,g,uan,Médiale-u,nasal,1,1,g,Vélaire,1P+2N
觃,yan4,y,ian,Médiale-i,nasal,4,1,y,Semi-voyelle,2P+1N
规,gui1,g,ui,Médiale-u,oral,1,0,g,Vélaire,1P+2N
觅,mi4,m,i,Simple,oral,4,0,m,Labiale,1P+2N
视,shi4,sh,i,Simple,oral,4,0,sh,Rétroflexe,1P+2N
觇,chan1,ch,an,Nasal,nasal,1,1,ch,Rétroflexe,3P
览,lan3,l,an,Nasal,nasal,3,1,l,Dentale,3P
觉,jiao4,j,iao,Médiale-i,oral,4,0,j,Palatale,1P+2N
觊,ji4,j,i,Simple,oral,4,0,j,Palatale,1P+2N
觋,xi2,x,i,Simple,oral,2,0,x,Palatale,1P+2N
觌,di2,d,i,Simple,oral,2,0,d,Dentale,1P+2N
觍,tian3,t,ian,Médiale-i,nasal,3,1,t,Dentale,3P
觎,yu2,y,ü,Simple,oral,2,0,y,Semi-voyelle,2P+1N
觏,gou4,g,ou,Simple,oral,4,0,g,Vélaire,1P+2N
觐,jin4,j,in,Médiale-i,nasal,4,1,j,Palatale,1P+2N
觑,qu4,q,ü,Simple,oral,4,0,q,Palatale,2P+1N
角,jiao3,j,iao,Médiale-i,oral,3,0,j,Palatale,1P+2N
觔,jin1,j,in,Médiale-i,nasal,1,1,j,Palatale,1P+2N
觖,jue2,j,üe,Complexe,oral,2,0,j,Palatale,1P+2N
觚,gu1,g,u,Simple,oral,1,0,g,Vélaire,1P+2N
